"";"desc";"Estimate";"Std. Error";"z-value";"p-value";"low0.95CI";"high0.95CI"
"SEX1_ALSPAC5";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE+SEX";-0,167639367565861;0,0519455145912664;-3,22721545613577;0,0012500129747241;-0,269450705323143;-0,0658280298085793
"(Intercept)_ALSPAC18";"BIRTH_WEIGHT~LTPA_EE+";3486,44783401865;6,95479655870832;501,301196172756;0;3472,81668324378;3500,07898479352
"LTPA_EE_ALSPAC";"BIRTH_WEIGHT~LTPA_EE+";0,126210090678832;0,296759790210105;0,425293772412615;0,670622532799994;-0,455428410192635;0,707848591550298
"(Intercept)_ALSPAC19";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE";-1402,2378609805;143,960736667485;-9,74041876584262;2,02717237146827e-22;-1684,39572003663;-1120,08000192438
"LTPA_EE_ALSPAC1";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE";0,0721316696483685;0,279482949263535;0,258089696843556;0,796337683014751;-0,475644845201195;0,619908184497932
"GESTATIONAL_AGE_ALSPAC12";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE";122,982229342333;3,61779828021059;33,9936668152692;2,76352670007841e-253;115,891475009789;130,072983674876
"(Intercept)_ALSPAC20";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";-1413,59596938597;142,17739191835;-9,94248065963804;2,71968557219108e-23;-1692,25853696177;-1134,93340181017
"LTPA_EE_ALSPAC2";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";0,0801492313033423;0,276017468278974;0,290377387355551;0,771527541082632;-0,460835065627374;0,621133528234058
"GESTATIONAL_AGE_ALSPAC13";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";124,970575321127;3,57533877977543;34,9534919678231;1,14601750758257e-267;117,963040080238;131,978110562016
"SEX1_ALSPAC6";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";-138,750971156337;9,15219424502731;-15,1604049741105;6,46693549344148e-52;-156,688942256106;-120,813000056569
"(Intercept)_ALSPAC21";"MACROSOMIA~LTPA_EE+";-1,9400703556236;0,0445827065042589;-43,5162085872528;0;-2,02745085470527;-1,85268985654193
"LTPA_EE_ALSPAC3";"MACROSOMIA~LTPA_EE+";0,00119163228259951;0,00187718241832422;0,634798339770988;0,525559946241495;-0,00248757764972777;0,00487084221492679
"(Intercept)_ALSPAC22";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE";-19,9022367101105;1,11321464250118;-17,8781664831447;1,74481250707763e-71;-22,0840973164755;-17,7203761037456
"LTPA_EE_ALSPAC4";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE";0,00111453871389027;0,00189416971681534;0,588404884734478;0,556260559813696;-0,00259796571167423;0,00482704313945477
"GESTATIONAL_AGE_ALSPAC14";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE";0,44887855363065;0,0276274067405076;16,2475818974533;2,32349704419358e-59;0,394729831433016;0,503027275828284
"(Intercept)_ALSPAC23";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";-20,0793096729583;1,11666857723046;-17,9814405835245;2,72324239776565e-72;-22,2679398669976;-17,8906794789191
"LTPA_EE_ALSPAC5";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";0,0011730708248852;0,00191035754186007;0,614058258300174;0,539176830242846;-0,00257116115475501;0,00491730280452541
"GESTATIONAL_AGE_ALSPAC15";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";0,460452886782591;0,0277479003482321;16,59415238645;7,68206349740584e-62;0,40606800145345;0,514837772111733
"SEX1_ALSPAC7";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";-0,660988472414663;0,0663914354989846;-9,95592981906185;2,37591368342505e-23;-0,791113294874586;-0,530863649954739
"(Intercept)_ALSPAC24";"BIRTH_WEIGHT_LGA~LTPA_EE+";-1,38207879541076;0,0367080707532384;-37,6505429746354;0;-1,45402529202905;-1,31013229879246
"LTPA_EE_ALSPAC6";"BIRTH_WEIGHT_LGA~LTPA_EE+";0,00283774375629871;0,00152886671585014;1,85610931736503;0,0634379779564197;-0,000158779943929594;0,00583426745652701
"(Intercept)_ALSPAC25";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE";-0,497877123430089;0,802741184859491;-0,620221227987992;0,535112147516791;-2,0712209346617;1,07546668780152
"LTPA_EE_ALSPAC7";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE";0,00284967399319965;0,0015294008616158;1,86326166325615;0,0624254610418551;-0,000147896613491848;0,00584724459989114
"GESTATIONAL_AGE_ALSPAC16";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE";-0,0222502828646286;0,0201848697252371;-1,10232481891172;0,270320483165969;-0,0618119005587262;0,017311334829469
"(Intercept)_ALSPAC26";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";-0,513511479012375;0,802797757053473;-0,639652358891893;0,522398634536933;-2,08696616970672;1,05994321168197
"LTPA_EE_ALSPAC8";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";0,00286322889703866;0,00153052173127974;1,87075350746218;0,0613792545173434;-0,000136538573825526;0,00586299636790284
"GESTATIONAL_AGE_ALSPAC17";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";-0,0198560347150264;0,0201990974234356;-0,983015938721542;0,325599594194527;-0,0594455381851759;0,0197334687551231
"SEX1_ALSPAC8";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";-0,167372262110834;0,0519457079961917;-3,22206142850348;0,00127271845370926;-0,269183978934804;-0,065560545286864
"(Intercept)_GECKO";"BIRTH_WEIGHT~MOD_VIG+";3622,90516172301;15,8729920941268;228,243367113094;0;3591,79466889164;3654,01565455439
"MOD_VIG_GECKO";"BIRTH_WEIGHT~MOD_VIG+";4,82177106722939;12,9497473594876;0,372344798193823;0,709636148398028;-20,5592673662589;30,2028095007177
"(Intercept)_GECKO1";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE";-3067,10658343966;421,056560694459;-7,28431016104109;3,23320399587687e-13;-3892,36227785511;-2241,85088902422
"MOD_VIG_GECKO1";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE";2,2672649980815;11,8784968971112;0,190871371834334;0,848626369761908;-21,0141611107273;25,5486911068903
"GESTATIONAL_AGE_GECKO";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE";166,858465902239;10,495473711954;15,8981357565778;6,52785724976684e-57;146,287715426122;187,429216378355
"(Intercept)_GECKO2";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";-3005,24742145916;413,805002026054;-7,26247243688452;3,80077983384168e-13;-3816,29032205275;-2194,20452086557
"MOD_VIG_GECKO2";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";-0,292675286366654;11,6770027498746;-0,0250642474473851;0,980003717621262;-23,1791801234961;22,5938295507628
"GESTATIONAL_AGE_GECKO1";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";167,433129202413;10,312682134922;16,2356530543526;2,82228290913359e-59;147,220643633956;187,64561477087
"SEX1_GECKO";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";-174,295530174264;24,960209627577;-6,98293535089928;2,8907545867574e-12;-223,216642090884;-125,374418257643
"(Intercept)_GECKO3";"MACROSOMIA~MOD_VIG+";-1,29779189753404;0,0762072275268476;-17,0297744669537;4,93942216933155e-65;-1,44715531884831;-1,14842847621977
"MOD_VIG_GECKO3";"MACROSOMIA~MOD_VIG+";0,0173435093266208;0,0608650284973915;0,284950319662861;0,77568220377432;-0,10194975444627;0,136636773099512
"(Intercept)_GECKO4";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE";-29,4922749070919;2,7919423651477;-10,5633537694936;4,40631803473874e-26;-34,9643813896929;-24,0201684244908
"MOD_VIG_GECKO4";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE";0,00344071846796682;0,0643160778636351;0,0534970194429755;0,957335905390563;-0,122616477771632;0,129497914707565
"GESTATIONAL_AGE_GECKO2";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE";0,698596123687478;0,0687611748093936;10,1597467702376;2,99854234318287e-24;0,563826697526404;0,833365549848552
"(Intercept)_GECKO5";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";-29,6292269371504;2,807851187911;-10,5522782206966;4,95800797663333e-26;-35,132514139404;-24,1259397348969
"MOD_VIG_GECKO5";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";-0,0041223137466357;0,0650965204795075;-0,0633261765186577;0,949506771743969;-0,131709149405344;0,123464521912073
"GESTATIONAL_AGE_GECKO3";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";0,709898940059971;0,0692540071819159;10,2506550732178;1,17544181386358e-24;0,574163580198338;0,845634299921604
"SEX1_GECKO1";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";-0,725463149131394;0,144742038335426;-5,01211090761483;5,38361577063299e-07;-1,00915233131775;-0,441773966945043
"(Intercept)_GECKO6";"BIRTH_WEIGHT_LGA~MOD_VIG+";-1,67834722174454;0,026152512001267;-64,1753733508745;0;-1,72960520337227;-1,6270892401168
"MOD_VIG_GECKO6";"BIRTH_WEIGHT_LGA~MOD_VIG+";0,0140197615058445;0,0213361426266751;0,657089791306353;0,511123182661698;-0,0277983096114485;0,0558378326231375
"(Intercept)_GECKO7";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE";-3,59338495418465;0,754831791043112;-4,76051088046902;1,93103523030837e-06;-5,07282807901502;-2,11394182935429
"MOD_VIG_GECKO7";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE";0,0132885257925885;0,021294685618859;0,624030146790235;0,532607786894646;-0,0284482910824782;0,0550253426676551
"GESTATIONAL_AGE_GECKO4";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE";0,0477637813432702;0,018815327819079;2,53855695752679;0,0111310682534074;0,0108864164605609;0,0846411462259795
"(Intercept)_GECKO8";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";-3,56256213484377;0,754257185156889;-4,72327238633164;2,32079676941176e-06;-5,04087905283183;-2,08424521685571
"MOD_VIG_GECKO8";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";0,0120129738066761;0,0212840907723855;0,564410945956968;0,572474491195091;-0,0297030775508808;0,053729025164233
"GESTATIONAL_AGE_GECKO5";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";0,048050121191986;0,0187972947654563;2,55622533941892;0,0105814570091156;0,0112081004449085;0,0848921419390636
"SEX1_GECKO2";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";-0,0868469514699377;0,0454958672863909;-1,90889759114266;0,0562753038459983;-0,176017212796678;0,00232330985680243
"(Intercept)_GECKO9";"BIRTH_WEIGHT~LTPA_EE+";3622,90516172301;15,8729920941268;228,243367113094;0;3591,79466889164;3654,01565455439
"LTPA_EE_GECKO";"BIRTH_WEIGHT~LTPA_EE+";1,20544276680735;3,23743683987189;0,372344798193822;0,709636148398029;-5,13981684156473;7,55070237517942
"(Intercept)_GECKO10";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE";-3067,10658343965;421,056560694459;-7,28431016104107;3,23320399587734e-13;-3892,3622778551;-2241,85088902421
"LTPA_EE_GECKO1";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE";0,566816249520371;2,96962422427781;0,190871371834333;0,848626369761909;-5,25354027768183;6,38717277672257
"GESTATIONAL_AGE_GECKO6";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE";166,858465902238;10,495473711954;15,8981357565778;6,52785724976888e-57;146,287715426122;187,429216378355
"(Intercept)_GECKO11";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";-3005,24742145916;413,805002026054;-7,26247243688452;3,80077983384168e-13;-3816,29032205275;-2194,20452086557
"LTPA_EE_GECKO2";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";-0,0731688215916639;2,91925068746866;-0,0250642474473852;0,980003717621262;-5,79479503087403;5,64845738769071
"GESTATIONAL_AGE_GECKO7";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";167,433129202413;10,312682134922;16,2356530543526;2,82228290913359e-59;147,220643633956;187,64561477087
"SEX1_GECKO3";"BIRTH_WEIGHT~LTPA_EE+GESTATIONAL_AGE+SEX";-174,295530174264;24,960209627577;-6,98293535089928;2,8907545867574e-12;-223,216642090884;-125,374418257643
"(Intercept)_GECKO12";"MACROSOMIA~LTPA_EE+";-1,29779189753404;0,0762072275268476;-17,0297744669537;4,93942216933155e-65;-1,44715531884831;-1,14842847621977
"LTPA_EE_GECKO3";"MACROSOMIA~LTPA_EE+";0,00433587733165521;0,0152162571243479;0,284950319662861;0,77568220377432;-0,0254874386115676;0,034159193274878
"(Intercept)_GECKO13";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE";-29,4922749070919;2,7919423651477;-10,5633537694936;4,40631803473874e-26;-34,9643813896929;-24,0201684244908
"LTPA_EE_GECKO4";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE";0,000860179616991704;0,0160790194659088;0,0534970194429755;0,957335905390563;-0,030654119442908;0,0323744786768914
"GESTATIONAL_AGE_GECKO8";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE";0,698596123687478;0,0687611748093936;10,1597467702376;2,99854234318287e-24;0,563826697526404;0,833365549848552
"(Intercept)_GECKO14";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";-29,6292269371504;2,807851187911;-10,5522782206966;4,95800797663333e-26;-35,132514139404;-24,1259397348969
"LTPA_EE_GECKO5";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";-0,00103057843665893;0,0162741301198769;-0,0633261765186577;0,949506771743969;-0,0329272873513361;0,0308661304780182
"GESTATIONAL_AGE_GECKO9";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";0,709898940059971;0,0692540071819159;10,2506550732178;1,17544181386358e-24;0,574163580198338;0,845634299921604
"SEX1_GECKO4";"MACROSOMIA~LTPA_EE+GESTATIONAL_AGE+SEX";-0,725463149131394;0,144742038335426;-5,01211090761483;5,38361577063299e-07;-1,00915233131775;-0,441773966945043
"(Intercept)_GECKO15";"BIRTH_WEIGHT_LGA~LTPA_EE+";-1,67834722174454;0,026152512001267;-64,1753733508745;0;-1,72960520337227;-1,6270892401168
"LTPA_EE_GECKO6";"BIRTH_WEIGHT_LGA~LTPA_EE+";0,00350494037646112;0,00533403565666877;0,657089791306351;0,511123182661699;-0,00694957740286213;0,0139594581557844
"(Intercept)_GECKO16";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE";-3,59338495418458;0,754831791043112;-4,76051088046892;1,93103523030934e-06;-5,07282807901494;-2,11394182935421
"LTPA_EE_GECKO7";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE";0,0033221314481471;0,00532367140471475;0,624030146790231;0,532607786894648;-0,00711207277061956;0,0137563356669138
"GESTATIONAL_AGE_GECKO10";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE";0,0477637813432683;0,018815327819079;2,53855695752669;0,0111310682534106;0,010886416460559;0,0846411462259776
"(Intercept)_GECKO17";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";-3,56256213484377;0,754257185156889;-4,72327238633164;2,32079676941176e-06;-5,04087905283183;-2,08424521685571
"LTPA_EE_GECKO8";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";0,00300324345166902;0,00532102269309638;0,564410945956968;0,572474491195091;-0,00742576938772021;0,0134322562910582
"GESTATIONAL_AGE_GECKO11";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";0,048050121191986;0,0187972947654563;2,55622533941892;0,0105814570091156;0,0112081004449085;0,0848921419390636
"SEX1_GECKO5";"BIRTH_WEIGHT_LGA~LTPA_EE+GESTATIONAL_AGE+SEX";-0,0868469514699377;0,0454958672863909;-1,90889759114266;0,0562753038459983;-0,176017212796678;0,00232330985680243
"(Intercept)_HSS";"BIRTH_WEIGHT~MOD_VIG+";3270,47513343663;25,473985083547;128,384904156552;0;3220,54704013017;3320,40322674309
"MOD_VIG_HSS";"BIRTH_WEIGHT~MOD_VIG+";9,01584458650419;10,7642903157318;0,837569809254188;0,402272354750112;-12,0817767514634;30,1134659244718
"(Intercept)_HSS1";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE";-3062,91496310611;449,601015697941;-6,81251789067108;9,59051245668972e-12;-3944,1167612867;-2181,71316492552
"MOD_VIG_HSS1";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE";12,6100056919837;9,87842203366715;1,27652024270748;0,201771675723425;-6,75134571809086;31,9713571020582
"GESTATIONAL_AGE_HSS";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE";159,644777513264;11,3177025791627;14,1057583371373;3,50006453069529e-45;137,462488070369;181,827066956159
"(Intercept)_HSS2";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";-3204,64331410434;440,458606978782;-7,2756968834956;3,44636651146528e-13;-4067,92632046343;-2341,36030774524
"MOD_VIG_HSS2";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";10,1796704937697;9,6734235808542;1,05233378944736;0,292646434296093;-8,77989133190501;29,1392323194444
"GESTATIONAL_AGE_HSS1";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";165,358400640517;11,1064649185255;14,888481785478;3,91560161714927e-50;143,59012940465;187,126671876385
"SEX1_HSS";"BIRTH_WEIGHT~MOD_VIG+GESTATIONAL_AGE+SEX";-165,194066164999;23,9747967583977;-6,8903218588135;5,56662956865992e-12;-212,183804348126;-118,204327981872
"(Intercept)_HSS3";"MACROSOMIA~MOD_VIG+";-2,85468268724458;0,246182807797974;-11,5957840954809;4,32882855189194e-31;-3,33719212414155;-2,3721732503476
"MOD_VIG_HSS3";"MACROSOMIA~MOD_VIG+";0,0232406334327221;0,100990388876279;0,23012718033192;0,817992944772768;-0,174696891549478;0,221178158414923
"(Intercept)_HSS4";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE";-30,2328104471731;5,5910360470494;-5,40737176307924;6,39563032422324e-08;-41,1910397356551;-19,2745811586911
"MOD_VIG_HSS4";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE";0,0372916295001908;0,100890749886653;0,369623870791789;0,711662762503026;-0,160450606650887;0,235033865651268
"GESTATIONAL_AGE_HSS2";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE";0,684448183699998;0,138578016373962;4,93908198146643;7,84912106262001e-07;0,41284026255803;0,956056104841967
"(Intercept)_HSS5";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";-31,0315096508977;5,60039966759125;-5,54094555616678;3,00842748061416e-08;-42,0080912984066;-20,0549280033887
"MOD_VIG_HSS5";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";0,0299331662427319;0,101643546882461;0,294491555645399;0,76838231510876;-0,1692845249078;0,229150857393263
"GESTATIONAL_AGE_HSS3";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";0,712914232282705;0,13900219891679;5,12879823368459;2,91597662427096e-07;0,440474928633925;0,985353535931485
"SEX1_HSS1";"MACROSOMIA~MOD_VIG+GESTATIONAL_AGE+SEX";-0,782911614177625;0,286140838150794;-2,73610582549925;0,00621710288048955;-1,34373735145929;-0,222085876895964
"(Intercept)_HSS6";"BIRTH_WEIGHT_LGA~MOD_VIG+";-0,736144857542512;0,121328164200247;-6,06738643409732;1,30008484869503e-09;-0,973943689685358;-0,498346025399666
"MOD_VIG_HSS6";"BIRTH_WEIGHT_LGA~MOD_VIG+";0,0964274856846939;0,0506191067280629;1,90496221521102;0,0567849828952585;-0,00278414043189847;0,195639111801286
"(Intercept)_HSS7";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE";3,26530199929113;2,36002254700486;1,38358932351522;0,166484239296558;-1,36025719554088;7,89086119412313
"MOD_VIG_HSS7";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE";0,0946210926717312;0,050772200648909;1,8636397765391;0,0623723078471453;-0,0048905920159715;0,194132777359434
"GESTATIONAL_AGE_HSS4";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE";-0,100926593874837;0,0594794506546587;-1,69683130499679;0,0897285584151888;-0,217504174978195;0,0156509872285217
"(Intercept)_HSS8";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";3,06617890970449;2,36586129834982;1,2960095808842;0,194972184092409;-1,57082402747832;7,7031818468873
"MOD_VIG_HSS8";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";0,0912973178060207;0,0508958685075335;1,79380606880708;0,0728441279647568;-0,00845675143063128;0,191051387042673
"GESTATIONAL_AGE_HSS5";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";-0,0927901069056581;0,0597171585688568;-1,55382655721415;0,120225793960575;-0,209833586959685;0,0242533731483687
"SEX1_HSS2";"BIRTH_WEIGHT_LGA~MOD_VIG+GESTATIONAL_AGE+SEX";-0,245480053112342;0,129035034948815;-1,90242946971509;0,0571150313868955;-0,498384074355888;0,00742396813120294
"(Intercept)_HSS9";"BIRTH_WEIGHT~LTPA_DUR+";3269,87200889337;22,1124845440334;147,874473462354;0;3226,53233557837;3313,21168220838
"LTPA_DUR_HSS";"BIRTH_WEIGHT~LTPA_DUR+";8,90347192019941;8,36727239918704;1,06408295265545;0,287291122754746;-7,49608063104324;25,3030244714421
"(Intercept)_HSS10";"BIRTH_WEIGHT~LTPA_DUR+GESTATIONAL_AGE";-3062,62227678478;449,166851210978;-6,8184512470762;9,2027195175061e-12;-3942,97312820756;-2182,27142536201
"LTPA_DUR_HSS1";"BIRTH_WEIGHT~LTPA_DUR+GESTATIONAL_AGE";11,4535512895162;7,67764095642736;1,49180605794385;0,135749995370279;-3,5943484713111;26,5014510503435
"GESTATIONAL_AGE_HSS6";"BIRTH_WEIGHT~LTPA_DUR+GESTATIONAL_AGE";159,669356128242;11,3138693212256;14,1127099487255;3,17152206944301e-45;137,494579732847;181,844132523637
"(Intercept)_HSS11";"BIRTH_WEIGHT~LTPA_DUR+GESTATIONAL_AGE+SEX";-3204,93775340693;440,064387641628;-7,28288369477629;3,26758923605314e-13;-4067,44810406319;-2342,42740275066
"LTPA_DUR_HSS2";"BIRTH_WEIGHT~LTPA_DUR+GESTATIONAL_AGE+SEX";9,46103621179063;7,51931760586839;1,25823069428625;0,208308337345807;-5,27655548402936;24,1986279076106
"GESTATIONAL_AGE_HSS7";"BIRTH_WEIGHT~LTPA_DUR+GESTATIONAL_AGE+SEX";165,377237612612;11,1033699652909;14,8943283101959;3,58771989038722e-50;143,615032373618;187,139442851606
"SEX1_HSS3";"BIRTH_WEIGHT~LTPA_DUR+GESTATIONAL_AGE+SEX";-164,952535743497;23,9712138261162;-6,88127588949145;5,93188401428945e-12;-211,935251508394;-117,969819978601
"(Intercept)_HSS12";"MACROSOMIA~LTPA_DUR+";-2,85623834250309;0,213425909803245;-13,3828097307221;7,62109969203199e-41;-3,27454543908514;-2,43793124592103
"LTPA_DUR_HSS3";"MACROSOMIA~LTPA_DUR+";0,0228410301041784;0,0770633559659501;0,296392881128491;0,766930061266958;-0,128200372116874;0,17388243232523
"(Intercept)_HSS13";"MACROSOMIA~LTPA_DUR+GESTATIONAL_AGE";-30,2443356594757;5,59020330268991;-5,41023895229761;6,29407095414353e-08;-41,2009327990048;-19,2877385199466
"LTPA_DUR_HSS4";"MACROSOMIA~LTPA_DUR+GESTATIONAL_AGE";0,0346486033920306;0,0787032036379246;0,440243875604253;0,659760485072817;-0,119606841206223;0,188904047990284
"GESTATIONAL_AGE_HSS8";"MACROSOMIA~LTPA_DUR+GESTATIONAL_AGE";0,684780118501383;0,138598842125909;4,9407347709247;7,78287182079239e-07;0,413131379635648;0,956428857367118
"(Intercept)_HSS14";"MACROSOMIA~LTPA_DUR+GESTATIONAL_AGE+SEX";-31,0395516385495;5,59833400520262;-5,54442654005709;2,94919114895537e-08;-42,0120846621725;-20,0670186149265
"LTPA_DUR_HSS5";"MACROSOMIA~LTPA_DUR+GESTATIONAL_AGE+SEX";0,0281355955098428;0,0796210618921975;0,353368754965072;0,723812006723828;-0,127918818209699;0,184190009229384
"GESTATIONAL_AGE_HSS9";"MACROSOMIA~LTPA_DUR+GESTATIONAL_AGE+SEX";0,713126172262587;0,139004568311552;5,13023550898164;2,89379899751924e-07;0,440682224685408;0,985570119839766
"SEX1_HSS4";"MACROSOMIA~LTPA_DUR+GESTATIONAL_AGE+SEX";-0,782196827049439;0,286167376007486;-2,73335429762258;0,00626928542612606;-1,34307457757444;-0,221319076524434
"(Intercept)_HSS15";"BIRTH_WEIGHT_LGA~LTPA_DUR+";-0,703117536400435;0,105549882145813;-6,66147154412837;2,71099294418406e-11;-0,909991503978675;-0,496243568822195
"LTPA_DUR_HSS6";"BIRTH_WEIGHT_LGA~LTPA_DUR+";0,076522049026922;0,0393343677027505;1,94542466285968;0,0517238888225642;-0,000571895025124447;0,153615993078968
"(Intercept)_HSS16";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE";3,3039750980759;2,35876789817501;1,40072073247741;0,161297600442529;-1,31912503023637;7,92707522638817
"LTPA_DUR_HSS7";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE";0,0752707679521921;0,0394852243032267;1,9063021492331;0,0566110155706929;-0,00211884960361788;0,152660385508002
"GESTATIONAL_AGE_HSS10";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE";-0,101093969808722;0,059479706335216;-1,69963801164344;0,0891990358122239;-0,217672052036765;0,0154841124193198
"(Intercept)_HSS17";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE+SEX";3,10457288938087;2,36470991153675;1,31287684558454;0,189224450271114;-1,53017337111605;7,73931914987778
"LTPA_DUR_HSS8";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE+SEX";0,0725755448085215;0,0395780131933662;1,83373390811558;0,0666935026701843;-0,00499593563012732;0,15014702524717
"GESTATIONAL_AGE_HSS11";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE+SEX";-0,0929833554218691;0,059719333785871;-1,55700590624921;0,11946908314473;-0,210031098822902;0,0240643879791642
"SEX1_HSS5";"BIRTH_WEIGHT_LGA~LTPA_DUR+GESTATIONAL_AGE+SEX";-0,244896688252344;0,129050349506969;-1,89768326229228;0,057737818744903;-0,497830725478308;0,00803734897362121
"(Intercept)_HSS18";"BIRTH_WEIGHT~LTPA_EE+";3283,27299058914;13,9902958710134;234,682169759667;0;3255,8525145489;3310,69346662939
"LTPA_EE_HSS";"BIRTH_WEIGHT~LTPA_EE+";1,24046198257582;1,00219156150182;1,23774937868859;0,215809003682914;-0,723797383577694;3,20472134872934
